Returned,product_brand,sales_district,profit_margin,product_weight,product_cost,store_age,product_retail_price,yearly_income
0,Tri-State,Seattle,0.98,9.62,0.44,10359,1.42,$10K - $30K
0,Super,Seattle,0.27,11,0.23,10359,0.5,$30K - $50K
0,Red Spade,Seattle,1.5100000000000002,19.1,0.82,10359,2.33,$30K - $50K
0,Horatio,Seattle,1.0699999999999998,16.1,0.81,10359,1.88,$30K - $50K
0,Landslide,Seattle,1.4,11.6,0.98,10359,2.38,$30K - $50K
0,Gorilla,Seattle,1.23,8.58,0.93,10359,2.16,$30K - $50K
1,Booker,Seattle,0.9100000000000001,6.3,0.43,10359,1.34,$30K - $50K
0,Lake,Seattle,1.4900000000000002,16.9,1,10359,2.49,$10K - $30K
0,Faux Products,Seattle,1.24,19.7,1.05,10359,2.29,$10K - $30K
0,Landslide,Seattle,0.4000000000000001,6.38,0.41,10359,0.81,$10K - $30K
0,Bird Call,Seattle,0.9999999999999999,20.9,0.88,10359,1.88,$10K - $30K
0,Booker,Seattle,0.95,6.75,0.77,10359,1.72,$10K - $30K
1,Carrington,Seattle,1.5500000000000003,16.1,0.67,10359,2.22,$10K - $30K
0,Red Spade,Seattle,2.04,20.3,0.91,10359,2.95,$10K - $30K
1,Fort West,Seattle,2.17,16.2,1.39,10359,3.56,$110K - $130K
1,Horatio,Seattle,0.8400000000000001,16.4,0.51,10359,1.35,$110K - $130K
0,Other,Seattle,0.8200000000000001,10.6,0.73,10359,1.55,$110K - $130K
1,Lake,Seattle,0.73,12.8,0.7,10359,1.43,$110K - $130K
1,Carrington,Seattle,1.4700000000000002,8.15,0.94,10359,2.41,$50K - $70K
0,Red Wing,Seattle,0.41000000000000003,16.4,0.23,10359,0.64,$50K - $70K
1,Other,Seattle,1.67,13.9,1.6,10359,3.27,$50K - $70K
0,Super,Seattle,1.12,10.6,0.48,10359,1.6,$50K - $70K
0,Red Wing,Seattle,1.8599999999999999,7.57,1.04,10359,2.9,$50K - $70K
0,Other,Seattle,0.8800000000000001,8.78,0.69,10359,1.57,$50K - $70K
1,Fort West,Seattle,1.3000000000000003,8.28,0.9,10359,2.2,$50K - $70K
1,Fort West,Seattle,1.3000000000000003,8.28,0.9,10359,2.2,$50K - $70K
1,Blue Label,Seattle,1.21,12.8,0.52,10359,1.73,$50K - $70K
0,Golden,Seattle,1.01,19.9,0.8,10359,1.81,$50K - $70K
1,Other,Seattle,1.7499999999999998,16.1,1.03,10359,2.78,$50K - $70K
1,Other,Seattle,1.7499999999999998,16.1,1.03,10359,2.78,$50K - $70K
0,Landslide,Seattle,1.7799999999999998,11.3,0.87,10359,2.65,$50K - $70K
1,Tell Tale,Seattle,1.01,11.3,0.71,10359,1.72,$70K - $90K
1,Other,Seattle,0.38,14.4,0.22,10359,0.6,$70K - $90K
0,Golden,Seattle,1.34,12.8,1.34,10359,2.68,$70K - $90K
0,Fort West,Seattle,1.19,11.7,0.61,10359,1.8,$70K - $90K
0,Red Wing,Seattle,1.2699999999999998,13.2,0.99,10359,2.26,$70K - $90K
0,Carlson,Seattle,2.2700000000000005,11.6,1.22,10359,3.49,$70K - $90K
0,Nationeel,Seattle,1.21,17,0.91,10359,2.12,$30K - $50K
1,High Quality,Seattle,1.3200000000000003,6.88,0.92,10359,2.24,$30K - $50K
0,Steady,Seattle,0.9,6.32,0.63,10359,1.53,$30K - $50K
0,Ebony,Seattle,1.87,20,0.96,10359,2.83,$30K - $50K
0,Ebony,Seattle,1.8599999999999999,21.4,1.65,10359,3.51,$30K - $50K
0,Hermanos,Seattle,1.5000000000000002,8.68,1.39,10359,2.89,$50K - $70K
1,Other,Seattle,1.37,10.7,1.31,10359,2.68,$50K - $70K
1,Other,Seattle,0.8700000000000001,13.3,0.74,10359,1.61,$50K - $70K
0,Other,Seattle,2.17,14.3,1.77,10359,3.94,$50K - $70K
0,Golden,Seattle,1.07,19,0.71,10359,1.78,$50K - $70K
0,Imagine,Seattle,1,9.39,0.72,10359,1.72,$50K - $70K
1,Carlson,Seattle,0.8,9.8,0.51,10359,1.31,$50K - $70K
1,Carlson,Seattle,0.8,9.8,0.51,10359,1.31,$50K - $70K
1,PigTail,Seattle,1.2599999999999998,11.2,0.87,10359,2.13,$30K - $50K
0,American,Seattle,1.4,7.19,1.25,10359,2.65,$50K - $70K
0,Other,Seattle,1.51,7.92,1.28,10359,2.79,$50K - $70K
1,Fast,Seattle,2.06,16.1,0.89,10359,2.95,$90K - $110K
1,Fast,Seattle,2.06,16.1,0.89,10359,2.95,$90K - $110K
1,Fast,Seattle,2.06,16.1,0.89,10359,2.95,$90K - $110K
0,Booker,Seattle,0.2899999999999999,16.3,0.28,10359,0.57,$90K - $110K
0,Denny,Seattle,1.6500000000000001,20.2,1.3,10359,2.95,$50K - $70K
0,Tell Tale,Seattle,1.1199999999999999,9.02,0.81,10359,1.93,$50K - $70K
0,Super,Seattle,1.48,9.67,0.67,10359,2.15,$50K - $70K
0,Nationeel,Seattle,1.3099999999999998,17,1.03,10359,2.34,$50K - $70K
0,Carlson,Seattle,0.9400000000000001,12.2,0.86,10359,1.8,$50K - $70K
1,Other,Seattle,0.51,8.4,0.35,10359,0.86,$50K - $70K
0,Other,Seattle,2.06,7.71,1.21,10359,3.27,$50K - $70K
0,Consolidated,Seattle,0.8200000000000001,11.6,0.46,10359,1.28,$50K - $70K
1,Ebony,Seattle,0.9,18.7,0.83,10359,1.73,$10K - $30K
0,Red Wing,Seattle,1.8599999999999999,7.57,1.04,10359,2.9,$10K - $30K
0,High Quality,Seattle,1.6199999999999997,10.5,0.91,10359,2.53,$10K - $30K
1,Ebony,Seattle,1.3599999999999999,7.96,0.83,10359,2.19,$10K - $30K
0,Tell Tale,Seattle,1.4599999999999997,7.28,1.34,10359,2.8,$10K - $30K
1,BBB Best,Seattle,1.5799999999999998,6.49,1.2,10359,2.78,$10K - $30K
0,Nationeel,Seattle,2.17,10.6,1.71,10359,3.88,$30K - $50K
0,Fort West,Seattle,1.4800000000000002,20.1,0.99,10359,2.47,$30K - $50K
0,CDR,Seattle,2.1799999999999997,21.4,1.34,10359,3.52,$30K - $50K
0,Other,Seattle,1.5299999999999998,18.7,1.25,10359,2.78,$30K - $50K
0,PigTail,Seattle,0.37,16.5,0.37,10359,0.74,$70K - $90K
0,Landslide,Seattle,1.4499999999999997,14.9,0.68,10359,2.13,$70K - $90K
0,Faux Products,Seattle,1.02,8.27,0.46,10359,1.48,$50K - $70K
0,Sunset,Seattle,2.3400000000000003,10.9,1.15,10359,3.49,$50K - $70K
0,Tri-State,Seattle,1.4799999999999998,12.7,1.32,10359,2.8,$50K - $70K
0,Other,Seattle,0.8399999999999999,15.3,0.81,10359,1.65,$50K - $70K
0,Other,Seattle,2.32,8.55,1.04,10359,3.36,$50K - $70K
1,Fast,Seattle,1.6099999999999999,19.3,1.27,10359,2.88,$90K - $110K
0,Other,Seattle,0.99,7.94,0.51,10359,1.5,$90K - $110K
0,Even Better,Seattle,1.4,7.42,1.29,10359,2.69,$90K - $110K
1,Hermanos,Seattle,1.2999999999999998,6.96,0.87,10359,2.17,$90K - $110K
0,Other,Seattle,1.51,14.1,1.34,10359,2.85,$70K - $90K
0,Cutting Edge,Seattle,0.77,8.47,0.56,10359,1.33,$70K - $90K
0,Club,Seattle,1.0899999999999999,6.31,0.79,10359,1.88,$70K - $90K
0,Steady,Seattle,1.04,19.9,0.93,10359,1.97,$70K - $90K
0,Consolidated,Seattle,0.38999999999999996,16.2,0.34,10359,0.73,$30K - $50K
1,Better,Seattle,1.58,15.9,1.25,10359,2.83,$30K - $50K
1,Tri-State,Seattle,1.5899999999999999,18,0.98,10359,2.57,$30K - $50K
1,Other,Seattle,1.12,18.6,0.6,10359,1.72,$30K - $50K
0,Best Choice,Seattle,2.2300000000000004,15.2,1.43,10359,3.66,$30K - $50K
0,Bird Call,Seattle,1.6900000000000002,19.9,1.18,10359,2.87,$50K - $70K
0,Other,Seattle,0.99,7.94,0.51,10359,1.5,$50K - $70K
0,Blue Label,Seattle,1.31,15,0.98,10359,2.29,$10K - $30K
1,American,Seattle,1.8900000000000001,15.8,0.98,10359,2.87,$30K - $50K
1,Fort West,Seattle,0.53,13.8,0.42,10359,0.95,$30K - $50K
0,Other,Seattle,2.0199999999999996,17.5,1.09,10359,3.11,$30K - $50K
0,Faux Products,Seattle,1.15,12.5,0.84,10359,1.99,$30K - $50K
0,Hermanos,Seattle,1.9499999999999997,9.75,0.87,10359,2.82,$30K - $50K
0,Lake,Seattle,1.4600000000000002,21.2,1.2,10359,2.66,$50K - $70K
0,Fast,Seattle,0.54,20.9,0.39,10359,0.93,$50K - $70K
1,Other,Seattle,2.2299999999999995,18.8,1.61,10359,3.84,$50K - $70K
0,Golden,Seattle,1.57,14.6,1.39,10359,2.96,$50K - $70K
0,Super,Seattle,1.12,7.64,0.69,10359,1.81,$30K - $50K
0,Tell Tale,Seattle,0.37,18.7,0.36,10359,0.73,$30K - $50K
0,Bird Call,Seattle,1.4399999999999997,14.4,1.32,10359,2.76,$30K - $50K
0,Booker,Seattle,0.51,8.42,0.43,10359,0.94,$30K - $50K
0,PigTail,Seattle,0.71,10.1,0.5,10359,1.21,$50K - $70K
0,Fast,Seattle,1.68,8.39,1.22,10359,2.9,$10K - $30K
0,Nationeel,Seattle,1.5300000000000002,6.98,0.69,10359,2.22,$10K - $30K
0,Hilltop,Seattle,1.4700000000000002,18.9,1.42,10359,2.89,$50K - $70K
0,Other,Seattle,0.44000000000000006,10.6,0.23,10359,0.67,$50K - $70K
1,Imagine,Seattle,1.02,6.88,0.53,10359,1.55,$50K - $70K
1,Carlson,Seattle,0.9100000000000001,20.9,0.41,10359,1.32,$50K - $70K
0,Other,Seattle,1.51,7.92,1.28,10359,2.79,$150K +
0,Other,Seattle,1.2900000000000003,11.5,1.2,10359,2.49,$150K +
1,High Quality,Seattle,1.3599999999999999,20.2,0.59,10359,1.95,$150K +
1,High Quality,Seattle,1.3599999999999999,20.2,0.59,10359,1.95,$150K +
0,Golden,Seattle,0.53,10.2,0.24,10359,0.77,$150K +
0,Better,Seattle,0.7500000000000001,17.9,0.57,10359,1.32,$150K +
1,Other,Seattle,0.7499999999999999,16.8,0.63,10359,1.38,$70K - $90K
1,Even Better,Seattle,1.57,17.1,1.14,10359,2.71,$70K - $90K
1,Even Better,Seattle,1.57,17.1,1.14,10359,2.71,$70K - $90K
0,Imagine,Seattle,1.9500000000000002,20.2,0.88,10359,2.83,$70K - $90K
0,Tri-State,Seattle,1.66,13.7,0.78,10359,2.44,$70K - $90K
1,Tri-State,Seattle,1.8599999999999999,13.1,0.83,10359,2.69,$110K - $130K
0,Other,Seattle,1.1600000000000001,9.35,1.02,10359,2.18,$110K - $130K
1,BBB Best,Seattle,1.0699999999999998,9.38,0.58,10359,1.65,$110K - $130K
0,Golden,Seattle,1.57,14.6,1.39,10359,2.96,$110K - $130K
0,Super,Seattle,1.77,17.5,0.96,10359,2.73,$110K - $130K
1,Other,Seattle,0.38,14.4,0.22,10359,0.6,$110K - $130K
0,Tell Tale,Seattle,2.4299999999999997,13.9,1.36,10359,3.79,$30K - $50K
0,Just Right,Seattle,0.7900000000000001,19.7,0.57,10359,1.36,$30K - $50K
0,Big Time,Seattle,1.6600000000000001,17.4,1.25,10359,2.91,$30K - $50K
0,Tell Tale,Seattle,1.3599999999999999,14.5,0.83,10359,2.19,$30K - $50K
0,High Quality,Seattle,1.3900000000000001,7.64,1.23,10359,2.62,$30K - $50K
0,Big Time,Seattle,0.45000000000000007,15.5,0.35,10359,0.8,$30K - $50K
0,Fast,Seattle,1.8499999999999999,7.92,0.99,10359,2.84,$30K - $50K
0,Other,Seattle,1.33,16.1,0.6,10359,1.93,$30K - $50K
0,Other,Seattle,1.46,11,1.35,10359,2.81,$30K - $50K
0,Tell Tale,Seattle,1.2200000000000002,21.8,0.63,10359,1.85,$30K - $50K
0,Sunset,Seattle,2.08,9.38,1.07,10359,3.15,$30K - $50K
1,Hermanos,Seattle,2.24,17.4,1.15,10359,3.39,$30K - $50K
0,Nationeel,Seattle,1.74,19.2,0.78,10359,2.52,$30K - $50K
1,Fort West,Seattle,2.17,16.2,1.39,10359,3.56,$30K - $50K
0,Tri-State,Seattle,1.3900000000000001,19.6,0.82,10359,2.21,$130K - $150K
0,CDR,Seattle,1.5300000000000002,21.2,1.42,10359,2.95,$130K - $150K
0,Hermanos,Seattle,0.7000000000000001,8.33,0.67,10359,1.37,$130K - $150K
0,BBB Best,Seattle,1.71,13.2,0.88,10359,2.59,$130K - $150K
1,Lake,Seattle,0.73,12.8,0.7,10359,1.43,$130K - $150K
0,Other,Seattle,1.31,18,0.88,10359,2.19,$130K - $150K
0,Hermanos,Seattle,1.5699999999999998,21.6,1.33,10359,2.9,$130K - $150K
0,Faux Products,Seattle,0.88,9.49,0.67,10359,1.55,$130K - $150K
0,Hilltop,Seattle,2.3099999999999996,18.6,1.24,10359,3.55,$50K - $70K
0,Other,Seattle,1.87,10.4,1.65,10359,3.52,$50K - $70K
1,Bird Call,Seattle,0.31999999999999995,18,0.25,10359,0.57,$50K - $70K
1,Bird Call,Seattle,0.31999999999999995,18,0.25,10359,0.57,$50K - $70K
0,Pleasant,Seattle,1.5899999999999999,18.2,0.89,10359,2.48,$50K - $70K
0,Fort West,Seattle,0.95,13.3,0.78,10359,1.73,$50K - $70K
0,Steady,Seattle,0.33999999999999997,11.5,0.26,10359,0.6,$50K - $70K
0,Fort West,Yakima,2.38,6.78,1.58,7445,3.96,$70K - $90K
0,CDR,Yakima,0.78,17.9,0.74,7445,1.52,$70K - $90K
0,Just Right,Yakima,1.37,8.02,1.12,7445,2.49,$70K - $90K
0,Blue Label,Yakima,0.81,17.2,0.74,7445,1.55,$30K - $50K
0,Hermanos,Yakima,0.75,9.99,0.75,7445,1.5,$10K - $30K
0,Just Right,Yakima,0.74,10,0.46,7445,1.2,$30K - $50K
0,Nationeel,Yakima,0.43999999999999995,8.63,0.25,7445,0.69,$30K - $50K
0,Better,Yakima,0.44,8.34,0.31,7445,0.75,$30K - $50K
0,Tell Tale,Yakima,1.4899999999999998,20.4,1.04,7445,2.53,$70K - $90K
0,Bird Call,Yakima,1.9900000000000002,15.3,0.94,7445,2.93,$70K - $90K
0,Fast,Yakima,1.0699999999999998,7.41,0.84,7445,1.91,$70K - $90K
1,Plato,Yakima,0.7299999999999999,14.9,0.65,7445,1.38,$70K - $90K
0,Washington,Yakima,1.8599999999999999,20,1.65,7445,3.51,$30K - $50K
1,Just Right,Yakima,1.44,18,0.71,7445,2.15,$30K - $50K
0,Other,Yakima,0.7,11.1,0.45,7445,1.15,$50K - $70K
0,Ebony,Yakima,1.8299999999999998,11.5,1.43,7445,3.26,$50K - $70K
1,Other,Yakima,1.5699999999999998,8.2,1.33,7445,2.9,$50K - $70K
0,Fast,Yakima,1.93,12.6,1.45,7445,3.38,$10K - $30K
1,Fast,Yakima,0.54,20.9,0.39,7445,0.93,$10K - $30K
0,Carrington,Yakima,1.2100000000000002,13.9,1.03,7445,2.24,$10K - $30K
0,Club,Yakima,1.03,8.41,0.44,7445,1.47,$10K - $30K
0,Steady,Yakima,1.35,8.89,0.79,7445,2.14,$10K - $30K
0,Pleasant,Yakima,0.93,7.5,0.67,7445,1.6,$70K - $90K
0,Cutting Edge,Yakima,0.77,8.47,0.56,7445,1.33,$70K - $90K
0,Blue Label,Yakima,1.44,19.7,0.89,7445,2.33,$70K - $90K
0,Steady,Yakima,0.58,19.9,0.38,7445,0.96,$50K - $70K
0,Plato,Yakima,0.31000000000000005,16.7,0.25,7445,0.56,$50K - $70K
0,Ebony,Yakima,1.3599999999999999,7.96,0.83,7445,2.19,$50K - $70K
0,Pleasant,Yakima,0.7000000000000001,8.91,0.67,7445,1.37,$50K - $70K
0,Sunset,Yakima,1.0299999999999998,18.7,0.88,7445,1.91,$50K - $70K
0,Other,Yakima,2.0599999999999996,13.8,1.32,7445,3.38,$10K - $30K
1,Even Better,Yakima,2,7.91,1.12,7445,3.12,$10K - $30K
1,Even Better,Yakima,2,7.91,1.12,7445,3.12,$10K - $30K
0,Tri-State,Yakima,0.42000000000000004,17.5,0.25,7445,0.67,$10K - $30K
0,Better,Yakima,1.58,15.9,1.25,7445,2.83,$10K - $30K
0,Landslide,Yakima,0.4799999999999999,15.1,0.34,7445,0.82,$10K - $30K
1,High Quality,Yakima,1.83,9.51,1.08,7445,2.91,$10K - $30K
0,Golden,Yakima,0.8200000000000001,7.12,0.54,7445,1.36,$10K - $30K
0,Cutting Edge,Yakima,1.61,12.9,0.76,7445,2.37,$10K - $30K
0,Other,Yakima,1.32,21.2,1.03,7445,2.35,$10K - $30K
0,High Quality,Yakima,2.19,8.39,1.58,7445,3.77,$10K - $30K
0,Bird Call,Yakima,0.9999999999999999,20.9,0.88,7445,1.88,$30K - $50K
0,Denny,Yakima,2.18,7.74,1.71,7445,3.89,$30K - $50K
1,Fast,Yakima,0.54,20.9,0.39,7445,0.93,$30K - $50K
1,Denny,Yakima,0.32000000000000006,21.5,0.23,7445,0.55,$30K - $50K
0,PigTail,Yakima,0.8300000000000001,10.2,0.44,7445,1.27,$50K - $70K
0,BBB Best,Yakima,0.32,7.72,0.31,7445,0.63,$50K - $70K
0,Pleasant,Yakima,1.27,19.9,1.27,7445,2.54,$50K - $70K
0,Best Choice,Yakima,0.41,8.71,0.41,7445,0.82,$50K - $70K
0,Gorilla,Yakima,1.82,20.8,1.11,7445,2.93,$50K - $70K
0,Lake,Yakima,0.38,7.79,0.26,7445,0.64,$50K - $70K
0,Ebony,Yakima,0.9000000000000001,21.5,0.45,7445,1.35,$70K - $90K
0,Other,Yakima,1.21,21.3,1.08,7445,2.29,$50K - $70K
0,Denny,Yakima,1.85,17.2,1.04,7445,2.89,$50K - $70K
1,Other,Yakima,2.1,11.2,1.23,7445,3.33,$50K - $70K
0,Red Wing,Yakima,1.82,15.6,1.74,7445,3.56,$50K - $70K
0,Nationeel,Yakima,2.69,19.7,1.15,7445,3.84,$50K - $70K
1,Carlson,Yakima,2.51,19.3,1.24,7445,3.75,$50K - $70K
0,Blue Label,Yakima,1.19,18.2,1.02,7445,2.21,$50K - $70K
0,BBB Best,Yakima,0.6200000000000001,17.2,0.5,7445,1.12,$50K - $70K
0,Fast,Yakima,0.8999999999999999,19.1,0.55,7445,1.45,$50K - $70K
0,Golden,Yakima,0.77,8.58,0.69,7445,1.46,$50K - $70K
0,Super,Yakima,0.9099999999999999,16.6,0.77,7445,1.68,$50K - $70K
0,Hermanos,Los Angeles,1.13,11.2,0.63,9694,1.76,$30K - $50K
0,Super,Los Angeles,2.21,13.7,1.24,9694,3.45,$30K - $50K
0,Big Time,Los Angeles,0.8399999999999999,20.7,0.8,9694,1.64,$50K - $70K
0,Tri-State,Los Angeles,1.5699999999999998,17.6,1.04,9694,2.61,$50K - $70K
0,Golden,Los Angeles,1.01,19.9,0.8,9694,1.81,$50K - $70K
0,Red Wing,Los Angeles,0.7100000000000001,8.03,0.58,9694,1.29,$50K - $70K
0,Faux Products,Los Angeles,1.24,19.7,1.05,9694,2.29,$50K - $70K
1,Golden,Los Angeles,1.07,19,0.71,9694,1.78,$50K - $70K
0,Other,Los Angeles,0.8699999999999999,19.8,0.78,9694,1.65,$50K - $70K
0,Imagine,Los Angeles,0.59,9.18,0.27,9694,0.86,$50K - $70K
1,Other,Los Angeles,0.41,18.6,0.29,9694,0.7,$50K - $70K
1,Other,Los Angeles,1.0300000000000002,12,0.84,9694,1.87,$50K - $70K
1,Fast,Los Angeles,0.9199999999999999,8.05,0.72,9694,1.64,$50K - $70K
1,Other,Los Angeles,0.97,21.7,0.45,9694,1.42,$30K - $50K
1,Hilltop,Los Angeles,2.3,13.7,1.08,9694,3.38,$30K - $50K
0,High Top,Los Angeles,0.9000000000000001,14.8,0.42,9694,1.32,$30K - $50K
1,Landslide,Los Angeles,0.8400000000000001,21.9,0.49,9694,1.33,$30K - $50K
0,Club,Los Angeles,1.4600000000000002,7.03,1.2,9694,2.66,$30K - $50K
0,Other,Los Angeles,2.3899999999999997,9.9,1.41,9694,3.8,$30K - $50K
0,Denny,Los Angeles,1.0899999999999999,9.18,1.04,9694,2.13,$30K - $50K
0,Tri-State,Los Angeles,0.9400000000000001,17.5,0.6,9694,1.54,$150K +
0,Pleasant,Los Angeles,0.49000000000000005,9.65,0.3,9694,0.79,$150K +
0,Ebony,Los Angeles,1.2400000000000002,18.8,1.15,9694,2.39,$150K +
1,Token,Los Angeles,1.1,8.04,0.7,9694,1.8,$150K +
1,Token,Los Angeles,1.1,8.04,0.7,9694,1.8,$150K +
1,Nationeel,Los Angeles,0.7500000000000001,17,0.62,9694,1.37,$150K +
1,High Top,Los Angeles,1.81,12.6,1.06,9694,2.87,$150K +
1,Horatio,Los Angeles,1.55,18.7,1.22,9694,2.77,$10K - $30K
0,Consolidated,Los Angeles,1.29,15.5,0.66,9694,1.95,$10K - $30K
0,Nationeel,Los Angeles,1.55,13.4,0.8,9694,2.35,$10K - $30K
0,Golden,Los Angeles,1.34,12.8,1.34,9694,2.68,$10K - $30K
1,Carlson,Los Angeles,0.35000000000000003,9.78,0.31,9694,0.66,$10K - $30K
0,Steady,Los Angeles,1.35,8.89,0.79,9694,2.14,$10K - $30K
1,Sunset,Los Angeles,1.5099999999999998,15.7,0.93,9694,2.44,$10K - $30K
1,Red Wing,Los Angeles,0.8,15.8,0.74,9694,1.54,$10K - $30K
1,Landslide,Los Angeles,1.29,7.14,0.98,9694,2.27,$10K - $30K
1,Club,Los Angeles,1.0899999999999999,6.31,0.79,9694,1.88,$50K - $70K
0,Other,Los Angeles,1.2,8.24,0.54,9694,1.74,$50K - $70K
1,Other,Los Angeles,0.52,17.3,0.29,9694,0.81,$50K - $70K
0,Golden,Los Angeles,1.04,9.43,0.79,9694,1.83,$50K - $70K
0,Tell Tale,Los Angeles,1.1600000000000001,20.9,0.65,9694,1.81,$50K - $70K
0,Big Time,Los Angeles,0.73,19.8,0.53,9694,1.26,$50K - $70K
1,Hermanos,Los Angeles,1.6199999999999999,17.6,1.49,9694,3.11,$50K - $70K
1,Hermanos,Los Angeles,1.6199999999999999,17.6,1.49,9694,3.11,$50K - $70K
0,High Top,Los Angeles,1.73,20,1.67,9694,3.4,$10K - $30K
0,Best Choice,Los Angeles,0.45999999999999996,7.13,0.4,9694,0.86,$10K - $30K
0,Other,Los Angeles,1.1799999999999997,13.8,0.93,9694,2.11,$10K - $30K
0,Sunset,Los Angeles,0.56,17.2,0.33,9694,0.89,$10K - $30K
0,Other,Los Angeles,1.5100000000000002,13.4,1.46,9694,2.97,$10K - $30K
1,PigTail,Los Angeles,1.2,6.99,0.71,9694,1.91,$10K - $30K
1,Big Time,Los Angeles,0.8900000000000001,12,0.46,9694,1.35,$10K - $30K
0,Better,Los Angeles,0.39,9,0.39,9694,0.78,$10K - $30K
0,Carrington,Los Angeles,1.77,12.5,1.13,9694,2.9,$10K - $30K
0,Golden,Los Angeles,2.23,15.4,1.25,9694,3.48,$30K - $50K
0,Blue Label,Los Angeles,1.44,19.7,0.89,9694,2.33,$30K - $50K
0,Imagine,Los Angeles,0.8999999999999999,8.41,0.73,9694,1.63,$30K - $50K
1,Other,Los Angeles,0.46,14.1,0.33,9694,0.79,$30K - $50K
1,Fast,Los Angeles,1.7799999999999998,20.7,0.87,9694,2.65,$30K - $50K
1,Fast,Los Angeles,1.7799999999999998,20.7,0.87,9694,2.65,$30K - $50K
0,Other,Los Angeles,2.0599999999999996,13.8,1.32,9694,3.38,$30K - $50K
0,Other,Los Angeles,0.9299999999999999,15,0.53,9694,1.46,$30K - $50K
0,Even Better,Los Angeles,1.45,18.6,1.14,9694,2.59,$30K - $50K
0,Tell Tale,Los Angeles,1.07,13.6,0.77,9694,1.84,$70K - $90K
0,High Quality,Los Angeles,2.21,19.9,1.47,9694,3.68,$50K - $70K
0,Hermanos,Los Angeles,2.24,17.4,1.15,9694,3.39,$50K - $70K
0,Other,Los Angeles,1.12,7.43,0.85,9694,1.97,$50K - $70K
0,Horatio,Los Angeles,1.02,18.6,0.77,9694,1.79,$90K - $110K
0,CDR,Los Angeles,1.67,16.7,1.06,9694,2.73,$90K - $110K
0,Red Spade,Los Angeles,0.44000000000000006,16.9,0.24,9694,0.68,$90K - $110K
0,Tell Tale,Los Angeles,0.68,13.5,0.68,9694,1.36,$90K - $110K
0,Horatio,Los Angeles,1.8299999999999998,11.8,1.76,9694,3.59,$90K - $110K
1,Other,Los Angeles,1.1700000000000002,16.2,0.99,9694,2.16,$90K - $110K
0,Best Choice,Los Angeles,1.8900000000000001,21.5,1.02,9694,2.91,$30K - $50K
0,Blue Label,Los Angeles,1.72,15.2,1.47,9694,3.19,$30K - $50K
1,High Quality,Los Angeles,0.5,20.9,0.22,9694,0.72,$30K - $50K
1,High Quality,Los Angeles,0.5,20.9,0.22,9694,0.72,$30K - $50K
0,Fast,Los Angeles,0.7500000000000001,18.4,0.61,9694,1.36,$30K - $50K
0,Token,Los Angeles,0.8799999999999999,16.4,0.52,9694,1.4,$30K - $50K
0,Plato,Los Angeles,0.74,19,0.47,9694,1.21,$30K - $50K
0,Hilltop,Los Angeles,1.07,19.8,0.53,9694,1.6,$130K - $150K
0,Denny,Los Angeles,2.02,20.6,1.79,9694,3.81,$130K - $150K
1,Gorilla,Los Angeles,0.93,8.79,0.64,9694,1.57,$130K - $150K
0,Other,Los Angeles,0.9699999999999999,18.3,0.67,9694,1.64,$130K - $150K
0,High Top,Los Angeles,2.06,11.8,1.62,9694,3.68,$130K - $150K
1,Hilltop,Los Angeles,2.21,19.3,1.41,9694,3.62,$130K - $150K
1,Golden,Los Angeles,2.0500000000000003,6.16,1.67,9694,3.72,$130K - $150K
0,Other,Los Angeles,2.3499999999999996,6.2,1.51,9694,3.86,$10K - $30K
0,Tri-State,Los Angeles,1.3199999999999998,13.7,1.08,9694,2.4,$10K - $30K
0,Pleasant,Los Angeles,0.7100000000000001,20.5,0.59,9694,1.3,$10K - $30K
0,Faux Products,Los Angeles,0.8400000000000001,20.8,0.77,9694,1.61,$10K - $30K
1,Blue Label,Los Angeles,1.31,15,0.98,9694,2.29,$10K - $30K
1,Blue Label,Los Angeles,1.31,15,0.98,9694,2.29,$10K - $30K
1,Bird Call,Los Angeles,0.28,17.3,0.26,9694,0.54,$10K - $30K
1,Other,Los Angeles,1.6600000000000001,19.6,1.15,9694,2.81,$30K - $50K
1,Other,Los Angeles,1.6600000000000001,19.6,1.15,9694,2.81,$30K - $50K
0,Fort West,Los Angeles,1.6700000000000002,16.3,1.03,9694,2.7,$30K - $50K
0,Token,Los Angeles,0.8799999999999999,16.4,0.52,9694,1.4,$30K - $50K
0,Red Wing,Los Angeles,0.44999999999999996,9.47,0.37,9694,0.82,$30K - $50K
1,Carrington,Los Angeles,0.9299999999999999,9.18,0.55,9694,1.48,$30K - $50K
1,Carrington,Los Angeles,0.9299999999999999,9.18,0.55,9694,1.48,$30K - $50K
0,Bravo,Los Angeles,1.69,6.41,1.63,9694,3.32,$70K - $90K
0,Washington,Los Angeles,1.7899999999999998,8.97,0.8,9694,2.59,$70K - $90K
0,Other,Los Angeles,0.9500000000000001,21.8,0.64,9694,1.59,$70K - $90K
1,Just Right,Los Angeles,0.81,9.1,0.5,9694,1.31,$70K - $90K
0,Landslide,Los Angeles,0.7799999999999999,7.28,0.62,9694,1.4,$70K - $90K
1,Plato,Los Angeles,0.38999999999999996,20.9,0.34,9694,0.73,$70K - $90K
0,High Top,Los Angeles,1.29,17.3,0.58,9694,1.87,$10K - $30K
1,Fast,Los Angeles,2.38,19.9,1.4,9694,3.78,$10K - $30K
1,Fast,Los Angeles,2.38,19.9,1.4,9694,3.78,$10K - $30K
